>EML4_ENST00000401738.3,chr2:42169350-42332548
11,111799906,111800063
12,111803859,111803973
13,111809543,111817529

>ABI2_ENST00000295851.9,chr2:203328219-203447723
1,203328219,203328631
2,203366877,203367044
3,203380208,203380384
4,203382189,203382206
5,203391046,203391143
6,203394700,203394846
7,203395656,203395780
8,203396785,203396967
9,203402576,203402734
10,203416908,203417081
11,203427177,203447723

>ARHGEF12_ENST00000397843.6,chr11:120336914-120489936
1,120337078,120337275
2,120406118,120406141
3,120407738,120407823
4,120409394,120409450
5,120420753,120420851
6,120421803,120421852
7,120424358,120424415
8,120428069,120428247
9,120429440,120429517
10,120429712,120429831
11,120431771,120431911
12,120437308,120437382
13,120440129,120440221
14,120441707,120441817
15,120442104,120442202
16,120445422,120445464
17,120446403,120446508
18,120446948,120447085
19,120447874,120447906
20,120448234,120448348
21,120449109,120449214
22,120451512,120451724
23,120457118,120457250
24,120457721,120457756
25,120458080,120458234
26,120459174,120459320
27,120460672,120460757
28,120465237,120465362
29,120467194,120467308
30,120469288,120469388
31,120473050,120473127
32,120474560,120474635
33,120475340,120475507
34,120476661,120476748
35,120477219,120477305
36,120477447,120477526
37,120478156,120478389
38,120479960,120480430
39,120481260,120481576
40,120484438,120484507
41,120485067,120489936

>BTBD18_ENST00000422652.5,chr11:57743514-57751781
1,57751541,57751781
2,57751065,57751236
3,57743518,57746148

>CASP8AP2_ENST00000237177.10,chr6:89829894-89874436
1,89829939,89830106
2,89846562,89846644
3,89853166,89853234
4,89854817,89854917
5,89855470,89855544
6,89857084,89857199
7,89862126,89864371
8,89865953,89869082
9,89871289,89871388
10,89873806,89874436

>CBL_ENST00000634586.1,chr11:119206276-119308149
1,119206298,119206612
2,119232448,119232695
3,119271735,119271881
4,119273868,119274024
5,119274832,119274953
6,119275997,119276134
7,119277757,119277844
8,119278166,119278297
9,119278510,119278713
10,119284969,119285100
11,119285189,119285566
12,119287852,119287946
13,119296918,119297034
14,119297384,119297481
15,119298358,119298540
16,119299495,119299635
17,119306288,119306380
18,119307479,119308147

>CT45A2_ENST00000612907.1,chrX:135811668-135820012
1,135819774,135820012
2,135816097,135816271
3,135813928,135814176
4,135813454,135813547
5,135811981,135812231

>DAB2IP_ENST00000259371.6,chr9:121567057-121785530
1,121567102,121567228
2,121678678,121678781
3,121699325,121699458
4,121757013,121757166
5,121758898,121758996
6,121759885,121760439
7,121763505,121763649
8,121763735,121763879
9,121766494,121766730
10,121768432,121768633
11,121770546,121770724
12,121772607,121773495
13,121774260,121774412
14,121776198,121776391
15,121781464,121781551
16,121782331,121782401
17,121783536,121785528

>FRYL_ENST00000358350.8,chr4:48497361-48780322
1,48780078,48780299
2,48710519,48710698
3,48684673,48684795
4,48634291,48634490
5,48623126,48623179
6,48620639,48620778
7,48619274,48619370
8,48609744,48609823
9,48608987,48609067
10,48606438,48606606
11,48605741,48605833
12,48603290,48603388
13,48602020,48602121
14,48595897,48596000
15,48595590,48595698
16,48593930,48594016
17,48590659,48590830
18,48589745,48589877
19,48586621,48586728
20,48582497,48582734
21,48581420,48581605
22,48580865,48580951
23,48578973,48579241
24,48576030,48576222
25,48575117,48575241
26,48573186,48573243
27,48570827,48570918
28,48567248,48567420
29,48565531,48565691
30,48564933,48565043
31,48563948,48564102
32,48562889,48562988
33,48561468,48561636
34,48557453,48557712
35,48556978,48557118
36,48553215,48553383
37,48551494,48551578
38,48550592,48550704
39,48549473,48549623
40,48548690,48548793
41,48547584,48547769
42,48546067,48546271
43,48544783,48544904
44,48543807,48543997
45,48542027,48542121
46,48540353,48540960
47,48539971,48540068
48,48535657,48535827
49,48534545,48534685
50,48531156,48531353
51,48528175,48528336
52,48527971,48528045
53,48527477,48527653
54,48522901,48523104
55,48521048,48521215
56,48515028,48515275
57,48512481,48512688
58,48510835,48510984
59,48510059,48510157
60,48505547,48505615
61,48502828,48502845
62,48501623,48501733
63,48500030,48500220
64,48497363,48499680

>GMPS_ENST00000496455.6,chr3:155870536-155944026
1,155870536,155870897
2,155893518,155893699
3,155897927,155898041
4,155903863,155903960
5,155906160,155906263
6,155910692,155910885
7,155911114,155911279
8,155914419,155914570
9,155916019,155916192
10,155919233,155919338
11,155922187,155922302
12,155925241,155925366
13,155931765,155931880
14,155934916,155935046
15,155936338,155936510
16,155937591,155944026

>GPHN_ENST00000543237.5,chr14:66507407-67181803
1,66508504,66508591
2,66681107,66681185
3,66776464,66776521
4,66824474,66824566
5,66842678,66842716
6,66879939,66880033
7,66916003,66916069
8,66922666,66922938
9,66965191,66965325
10,66985682,66985738
11,66996177,66996218
12,67023633,67023675
13,67058649,67058786
14,67088983,67089075
15,67100856,67100911
16,67110140,67110259
17,67111861,67111919
18,67113018,67113171
19,67122256,67122377
20,67143362,67143449
21,67159415,67159488
22,67165162,67165226
23,67168933,67169036
24,67179578,67179674
25,67180804,67181023

>KIAA1524_ENST00000619684.4,chr3:108549869-108589644
1,108589274,108589411
2,108585065,108585212
3,108582977,108583083
4,108582108,108582202
5,108581415,108581511
6,108579566,108579688
7,108579281,108579426
8,108576271,108576346
9,108569389,108569607
10,108568157,108568314
11,108566643,108566646
12,108566497,108566639
13,108565355,108565454
14,108563126,108563244
15,108560649,108560841
16,108559954,108560028
17,108559757,108559867
18,108557218,108557414
19,108554376,108554489
20,108553648,108553730
21,108552234,108552373
22,108551067,108551319

>LASP1_ENST00000443937.7,chr17:38869859-38921770
1,38870061,38870258
2,38878086,38878180
3,38890420,38890504
4,38896902,38897071
5,38898412,38898519
6,38914325,38914475
7,38915043,38915146
8,38918605,38919175

>MAPRE1_ENST00000375571.5,chr20:32819893-32850405
1,32819893,32820028
2,32825925,32826048
3,32833717,32833862
4,32836634,32836841
5,32839735,32839856
6,32846618,32846770
7,32848672,32850405

>MYO1F_ENST00000613525.4,chr19:8520790-8577577
1,8577307,8577577
2,8555659,8555796
3,8554654,8554743
4,8554477,8554571
5,8553350,8553437
6,8553139,8553228
7,8552033,8552164
8,8551740,8551874
9,8550562,8550694
10,8550166,8550356
11,8549595,8549600
12,8548237,8548317
13,8548036,8548122
14,8545650,8545736
15,8544297,8544464
16,8541906,8541991
17,8539947,8540028
18,8536949,8537055
19,8536499,8536597
20,8536252,8536396
21,8530459,8530573
22,8530196,8530365
23,8527338,8527483
24,8526789,8526935
25,8526453,8526601
26,8525479,8525562
27,8522634,8522829
28,8522377,8522546
29,8520797,8521604

>NCKIPSD_ENST00000416649.6,chr3:48673844-48686364
1,48685637,48685884
2,48682903,48683012
3,48682348,48682552
4,48682045,48682135
5,48681287,48681780
6,48680059,48680229
7,48679801,48679887
8,48679575,48679713
9,48679377,48679457
10,48679055,48679183
11,48678877,48678969
12,48678564,48678736
13,48673844,48674747

>NRIP3_ENST00000309166.7,chr11:8980576-9004049
1,9003762,9004049
2,8988118,8988282
3,8987548,8987630
4,8985711,8985850
5,8984072,8984124
6,8983875,8983969
7,8980576,8983560

>PDS5A_ENST00000303538.12,chr4:39822863-39977956
1,39977457,39977956
2,39976440,39976617
3,39927961,39928164
4,39926775,39926861
5,39925836,39925933
6,39922622,39922748
7,39920319,39920399
8,39917048,39917188
9,39913611,39913726
10,39910244,39910338
11,39908395,39908540
12,39904040,39904191
13,39902347,39902460
14,39900426,39900507
15,39898777,39898825
16,39898389,39898528
17,39890249,39890364
18,39879728,39879833
19,39876993,39877153
20,39874289,39874412
21,39872986,39873144
22,39869394,39869462
23,39866861,39866997
24,39863336,39863459
25,39862869,39863073
26,39862219,39862333
27,39849520,39849652
28,39848851,39848970
29,39845818,39845880
30,39844656,39844801
31,39841948,39842056
32,39837856,39838208
33,39822863,39825488

>PICALM_ENST00000532317.5,chr11:85957684-86069882
1,86068651,86069059
2,86031469,86031611
3,86026292,86026367
4,86022367,86022469
5,86014870,86014963
6,86012281,86012392
7,86011030,86011136
8,86007542,86007583
9,86003366,86003451
10,86001035,86001158
11,86000643,86000779
12,85996826,85996929
13,85983866,85983973
14,85981872,85982003
15,85981745,85981775
16,85981129,85981228
17,85978070,85978093
18,85976623,85976682
19,85974708,85974812
20,85957684,85959060

>PRRC1_ENST00000512635.2,chr5:127517609-127555089
1,127517656,127517776
2,127523460,127523582
3,127524531,127524920
4,127526618,127526778
5,127530294,127530396
6,127533623,127533786
7,127539040,127539143
8,127547819,127547921
9,127551707,127551878
10,127553797,127555081

>SARNP_ENST00000546604.5,chr12:55752463-55817756
1,55817666,55817724
2,55803629,55803728
3,55800854,55800900
4,55800562,55800629
5,55796025,55796076
6,55794807,55794880
7,55794359,55794387
8,55790567,55790592
9,55789075,55789143
10,55760551,55760640
11,55757383,55757553
12,55752463,55752840

>SH3GL1_ENST00000269886.7,chr19:4360370-4400547
1,4400324,4400547
2,4366926,4366994
3,4366501,4366573
4,4365482,4365625
5,4364088,4364221
6,4363720,4363878
7,4363370,4363473
8,4362612,4362736
9,4362329,4362385
10,4360370,4361796

>SORBS2_ENST00000355634.9,chr4:185585444-185956652
1,185956196,185956652
2,185894297,185894373
3,185775227,185775366
4,185690562,185690611
5,185684754,185684846
6,185678796,185678822
7,185678423,185678547
8,185662104,185662242
9,185657424,185657596
10,185652662,185652728
11,185651784,185651828
12,185649467,185649656
13,185646668,185646782
14,185630549,185630598
15,185626832,185627019
16,185622914,185624494
17,185620063,185620151
18,185618585,185618631
19,185615045,185615159
20,185614831,185614959
21,185611780,185611980
22,185593886,185593935
23,185589679,185589785
24,185587322,185587688

>TOP3A_ENST00000542570.5,chr17:18271428-18315007
1,18314599,18315007
2,18308882,18308941
3,18308351,18308424
4,18306891,18306966
5,18305112,18305220
6,18302580,18302723
7,18302264,18302434
8,18301885,18301985
9,18299559,18299633
10,18294703,18294785
11,18292645,18292852
12,18290842,18291027
13,18290557,18290686
14,18285407,18285520
15,18285142,18285307
16,18282698,18282841
17,18280536,18280658
18,18277675,18278357
19,18273921,18274980

>ZFYVE19_ENST00000570108.5,chr15:40807086-40815084
1,40807086,40807421
2,40807792,40807868
3,40809119,40809240
4,40809408,40809458
5,40809852,40809970
6,40810071,40810216
7,40810649,40810757
8,40812699,40812902
9,40813338,40813417
10,40813713,40813811
11,40813943,40814070
12,40814148,40814345

>OMD_ENST00000375550.4,chr9:92414245-92424461
1,92424202,92424461
2,92416619,92417574
3,92414245,92415477

>ETV5_ENST00000306376.9,chr3:186046308-186110318
1,186108940,186109112
2,186105824,186105942
3,186105625,186105712
4,186105449,186105496
5,186105305,186105355
6,186081046,186081175
7,186079817,186080104
8,186065813,186066072
9,186064417,186064476
10,186057423,186057491
11,186057075,186057244
12,186052030,186052131
13,186046308,186048860

>SQSTM1_ENST00000389805.8,chr5:179806398-179838078
1,179820759,179821141
2,179822958,179823053
3,179823858,179824087
4,179824182,179824323
5,179825146,179825226
6,179833032,179833246
7,179833587,179833782
8,179836436,179838078

>SS18L1_ENST00000331758.7,chr20:62143795-62182484
1,62143795,62143889
2,62158672,62158748
3,62159877,62159961
4,62161436,62161580
5,62162752,62162931
6,62163458,62163622
7,62164145,62164246
8,62165422,62165514
9,62172682,62172801
10,62174517,62174644
11,62179182,62182484

>TCF12_ENST00000438423.6,chr15:56918623-57299281
1,56918623,56918906
2,56919902,56919988
3,56921026,56921098
4,57063750,57063823
5,57091789,57091891
6,57166402,57166466
7,57192158,57192293
8,57197773,57197825
9,57231152,57231257
10,57232291,57232430
11,57232712,57232856
12,57234043,57234107
13,57243472,57243550
14,57251350,57251423
15,57252421,57252492
16,57253262,57253468
17,57262094,57262208
18,57263112,57263274
19,57273030,57273262
20,57282445,57282598
21,57286157,57288514

>THRAP3_ENST00000469141.6,chr1:36224416-36305357
1,36224432,36224505
2,36224971,36225102
3,36259382,36259484
4,36282533,36282700
5,36286368,36287270
6,36289060,36289764
7,36291374,36291546
8,36292598,36292709
9,36293851,36293935
10,36296583,36296770
11,36300886,36301084
12,36301553,36301696
13,36303796,36304148

>UBE2L3_ENST00000458578.6,chr22:21549447-21624034
1,21549447,21549650
2,21592861,21592956
3,21610857,21611043
4,21621515,21624034

>KRAS_ENST00000256078.8,chr12:25204789-25250936
1,25250751,25250803
2,25245274,25245395
3,25227234,25227412
4,25225614,25225773
5,25215437,25215560
6,25209431,25209911
